,Sentence,Technique
5055,"The Guardian’s latest story provides a supposedly stronger foundation for an existing narrative: that Assange and Wikileaks knowingly published emails hacked by Russia from the Democratic party’s servers. In truth, there is no public evidence that the emails were hacked, or that Russia was involved. Central actors have suggested instead that the emails were leaked from within the Democratic party",Doubt
5058,was ridiculed,Loaded_Language
5059,"Even when a United Nations panel of experts in international law ruled in 2016 that Assange was being arbitrarily – and unlawfully – detained by the UK, Guardian writers led efforts to discredit the UN report",Doubt
5060,"The problem for the Guardian, which should have been obvious to its editors from the outset, is that any visits by Manafort would be easily verifiable without relying on unnamed “sources",Doubt
5062,simply preposterous,Loaded_Language
5064,"In fact, the Guardian obtained the embassy’s logs in May, and has never made any mention of either Manafort or “Russians” being identified in them. It did not refer to the logs in its latest story",Doubt
5068,"No fact-checking It is worth noting it should be vitally important for a serious publication like the Guardian to ensure its claims are unassailably true – both because Assange’s personal fate rests on their veracity, and because, even more importantly, a fundamental right, the freedom of the press, is at stake",Doubt
5069,the most stringent checks imaginable,Hyperbole
5070,"Given this, one would have expected the Guardian’s editors to have insisted on the most stringent checks imaginable before going to press with Harding’s story. At a very minimum, they should have sought out a response from Assange and Manafort before publication. Neither precaution was taken",Doubt
5071,"And yet this piece seems to have been casually waved through, given a green light even though its profound shortcomings were evident to a range of well-placed analysts and journalists from the outset",Doubt
5073,"Despite all this, even analysts critical of the Guardian’s behaviour have shown a glaring failure to understand that its latest coverage represents not an aberration by the paper but decisively fits with a pattern",Doubt
5074,baffling observations,Loaded_Language
5077,to malign him,Loaded_Language
5078,It was also apparently evidence of the paper’s clickbait tendencies,Doubt
5080,excitedly spread,Loaded_Language
5081,hyperventilate over it,Loaded_Language
5082,"They [Guardian editors] knew that publishing this story would cause partisan warriors to excitedly spread the story, and that cable news outlets would hyperventilate over it, and that they’d reap the rewards regardless of whether the story turned out to be true or false",Doubt
5085,"Rather than being the reason for the Guardian violating basic journalistic standards and ethics, the paper’s hatred of Assange is a symptom of a deeper malaise in the Guardian and the wider corporate media",Doubt
5087,"relentless, and unhinged, attacks",Loaded_Language
5089,"Even aside from its decade-long campaign against Assange, the Guardian is far from “solid and reliable”, as Greenwald claims. It has been at the forefront of the relentless, and unhinged, attacks on Labour leader Jeremy Corbyn for prioritising the rights of Palestinians over Israel’s right to continue its belligerent occupation. Over the past three years, the Guardian has injected credibility into the Israel lobby’s desperate efforts to tar Corbyn as an anti-semite",Doubt
5090,"Similarly, the Guardian worked tirelessly to promote Clinton and undermine Sanders in the 2016 Democratic nomination process – another reason the paper has been so assiduous in promoting the idea that Assange, aided by Russia, was determined to promote Trump over Clinton for the presidency",Doubt
5094,"The Guardian’s coverage of Latin America, especially of populist leftwing governments that have rebelled against traditional and oppressive US hegemony in the region, has long grated with analysts and experts. Its especial venom has been reserved for leftwing figures like Venezuela’s Hugo Chavez, democratically elected but official enemies of the US, rather than the region’s rightwing authoritarians beloved of Washington",Doubt
5096,"The Guardian has been vocal in the so-called “fake news” hysteria, decrying the influence of social media, the only place where leftwing dissidents have managed to find a small foothold to promote their politics and counter the corporate media narrative",Doubt
5099,the largest crime against humanity in living memory – the attack on Iraq,Hyperbole
5100,"Equally, the Guardian has made clear who its true heroes are. Certainly not Corbyn or Assange, who threaten to disrupt the entrenched neoliberal order that is hurtling us towards climate breakdown and economic collapse. Its pages, however, are readily available to the latest effort to prop up the status quo from Tony Blair, the man who led Britain, on false pretences, into the largest crime against humanity in living memory – the attack on Iraq",Doubt
5101,"The Guardian has painted social media chiefly as a platform overrun by Russian trolls, arguing that this should justify ever-tighter restrictions that have so far curbed critical voices of the dissident left more than the right",Doubt
5105,"That “humanitarian intervention” cost the lives of many hundreds of thousands of Iraqis and created a vacuum that destabilised much of the Middle East, sucked in Islamic jihadists like al-Qaeda and ISIS, and contributed to the migrant crisis in Europe that has fuelled the resurgence of the far-right. None of that is discussed in the Guardian or considered grounds for disqualifying Blair as an arbiter of what is good for Britain and the world’s future",Doubt
5107,"The Guardian also has an especial soft spot for blogger Elliot Higgins, who, aided by the Guardian, has shot to unlikely prominence as a self-styled “weapons expert”. Like Luke Harding, Higgins invariably seems ready to echo whatever the British and American security services need verifying “independently",Doubt
5108,"Higgins and his well-staffed website Bellingcat have taken on for themselves the role of arbiters of truth on many foreign affairs issues, taking a prominent role in advocating for narratives that promote US and NATO hegemony while demonising Russia, especially in highly contested arenas such as Syria",Doubt
5111,"Improbably, the Guardian has adopted Higgins as the poster-boy for a supposed citizen journalism it has sought to undermine as “fake news” whenever it occurs on social media without the endorsement of state-backed organisations",Doubt
5112,to vilify him,Loaded_Language
5113,"The truth is that the Guardian has not erred in this latest story attacking Assange, or in its much longer-running campaign to vilify him. With this story, it has done what it regularly does when supposedly vital western foreign policy interests are at stake – it simply regurgitates an elite-serving, western narrative",Doubt
5116,whistle-blowing,Loaded_Language
5123,"Reporter Luke Harding’s latest article, claiming that Donald Trump’s disgraced former campaign manager Paul Manafort secretly visited Assange in Ecuador’s embassy in London on three occasions, is so full of holes that even hardened opponents of Assange in the corporate media are struggling to stand by it",Doubt
5124,The propaganda function of the piece is patent,Doubt
5126,This Guardian Fake News Story Proves That The Media Can't Be Trusted,Doubt
5127,The story was weakly sourced and included some details that seemed unlikely to be true,Doubt
5130,"he is just ""storytelling"" - in other words: it is fiction",Hyperbole
5132,bone-chilling,Loaded_Language
5133,Unfortunately no western main stream media can any longer be trusted to publish the truth,Doubt
5134,sensational claim,Loaded_Language
5135,would explode,Loaded_Language
5136,"This defensive Guardian claim is, like its story, evidently completely false. Wikileaks publicly denied the Guardian's claims 90 minutes before the story was first published. Manafort asserts that his lawyers had notified the Guardian that the story was false before the Guardian 'proceeded with the story",Doubt
5137,The story was completely false and the Guardian knew it was. It disregarded and left out the denials the subjects of the story had issued before it was published,Doubt
5138,The Guardian has become a main outlet for British government disinformation operations aimed at defaming Russia. It smeared Assange and Snowden as Russian collaborators. It uncritically peddled the Russiagate story and the nonsensical Skripal claims which are both obviously concocted by British intelligence services. That seems to have become its main purpose,Doubt
5142,even the tiniest modicum of respect as a journalist,Hyperbole
5143,This Guardian Fake News Story Proves That The Media Can't Be Trusted,Doubt
5144,its shoddier side,Loaded_Language
5145,cranky identity grievances stories,Loaded_Language
5147,"While it earlier made attempts to balance its shoddier side with some interesting reporting, it is now solidly main stream in the worst sense. It promotes neo-liberalism and a delves into cranky identity grievances stories. It also became an main outlet for manipulative propaganda peddled by the British secret services",Doubt
5150,"In letter today to Assange's lawyers, Guardian's Luke Harding, winner of Private Eye's Plagiarist of the Year, falsely claims jailed former Trump campaign manager Paul Manafort had secret meetings with Assange in 2013, 2015 and 2016 in story Guardian are ""planning to run",Doubt
